Source,Type,Date,Amount,Month,Financial Year
Edelweis,Mutual Fund,Mar/2022,₹0.00,3,2021–2022
MIRAE,Mutual Fund,Apr/2021,₹160.72,4,2021–2022
MIRAE,Mutual Fund,May/2021,₹167.69,5,2021–2022
MIRAE,Mutual Fund,Jun/2021,₹191.00,6,2021–2022
MIRAE,Mutual Fund,Jul/2021,₹206.61,7,2021–2022
MIRAE,Mutual Fund,Aug/2021,₹230.47,8,2021–2022
MIRAE,Mutual Fund,Sep/2021,₹250.11,9,2021–2022
MIRAE,Mutual Fund,Oct/2021,₹267.79,10,2021–2022
MIRAE,Mutual Fund,Nov/2021,₹296.11,11,2021–2022
MIRAE,Mutual Fund,Dec/2021,₹295.08,12,2021–2022
MIRAE,Mutual Fund,Jan/2022,₹307.63,1,2021–2022
MIRAE,Mutual Fund,Feb/2022,₹325.82,2,2021–2022
MIRAE,Mutual Fund,Mar/2022,₹276.81,3,2021–2022
Union,Mutual Fund,Apr/2021,₹0.00,4,2021–2022
Union,Mutual Fund,May/2021,₹76.38,5,2021–2022
Union,Mutual Fund,Jun/2021,₹0.00,6,2021–2022
Union,Mutual Fund,Jul/2021,₹67.17,7,2021–2022
Union,Mutual Fund,Aug/2021,₹0.00,8,2021–2022
Union,Mutual Fund,Sep/2021,₹74.72,9,2021–2022
Union,Mutual Fund,Oct/2021,₹0.00,10,2021–2022
Union,Mutual Fund,Nov/2021,₹80.76,11,2021–2022
Union,Mutual Fund,Dec/2021,₹0.00,12,2021–2022
Union,Mutual Fund,Jan/2022,₹80.99,1,2021–2022
Union,Mutual Fund,Feb/2022,₹0.00,2,2021–2022
Union,Mutual Fund,Mar/2022,₹70.40,3,2021–2022
LIC,Life Insurance,Apr/2021,"₹8,250.00",4,2021–2022
LIC,Life Insurance,May/2021,"₹28,551.00",5,2021–2022
LIC,Life Insurance,Jun/2021,"₹2,470.00",6,2021–2022
LIC,Life Insurance,Jul/2021,"₹31,650.00",7,2021–2022
LIC,Life Insurance,Aug/2021,"₹47,724.00",8,2021–2022
LIC,Life Insurance,Sep/2021,"₹5,282.00",9,2021–2022
LIC,Life Insurance,Oct/2021,"₹30,396.00",10,2021–2022
LIC,Life Insurance,Nov/2021,"₹20,123.00",11,2021–2022
LIC,Life Insurance,Dec/2021,"₹22,807.00",12,2021–2022
LIC,Life Insurance,Jan/2022,"₹2,051.00",1,2021–2022
LIC,Life Insurance,Feb/2022,"₹14,779.00",2,2021–2022
LIC,Life Insurance,Mar/2022,"₹89,736.00",3,2021–2022
Tata AIA,Life Insurance,Apr/2021,"₹8,918.00",4,2021–2022
Tata AIA,Life Insurance,May/2021,₹0.00,5,2021–2022
Tata AIA,Life Insurance,Jun/2021,₹0.00,6,2021–2022
Tata AIA,Life Insurance,Jul/2021,"₹1,248.44",7,2021–2022
Tata AIA,Life Insurance,Aug/2021,₹390.63,8,2021–2022
Tata AIA,Life Insurance,Sep/2021,"₹1,070.00",9,2021–2022
Tata AIA,Life Insurance,Oct/2021,₹273.18,10,2021–2022
Tata AIA,Life Insurance,Nov/2021,"₹14,723.43",11,2021–2022
Tata AIA,Life Insurance,Dec/2021,"₹2,950.00",12,2021–2022
Tata AIA,Life Insurance,Jan/2022,₹0.00,1,2021–2022
Tata AIA,Life Insurance,Feb/2022,₹0.00,2,2021–2022
Tata AIA,Life Insurance,Mar/2022,"₹4,022.88",3,2021–2022
Star Health,Health Insurance,Apr/2021,"₹12,474.00",4,2021–2022
Star Health,Health Insurance,May/2021,"₹10,568.00",5,2021–2022
Star Health,Health Insurance,Jun/2021,"₹17,911.00",6,2021–2022
Star Health,Health Insurance,Jul/2021,"₹16,323.00",7,2021–2022
Star Health,Health Insurance,Aug/2021,"₹12,345.00",8,2021–2022
Star Health,Health Insurance,Sep/2021,"₹11,491.00",9,2021–2022
Star Health,Health Insurance,Oct/2021,"₹18,624.00",10,2021–2022
Star Health,Health Insurance,Nov/2021,"₹8,930.00",11,2021–2022
Star Health,Health Insurance,Dec/2021,"₹13,935.00",12,2021–2022
Star Health,Health Insurance,Jan/2022,"₹7,592.00",1,2021–2022
Star Health,Health Insurance,Feb/2022,"₹13,892.00",2,2021–2022
Star Health,Health Insurance,Mar/2022,"₹30,461.00",3,2021–2022
BIrla Health,Health Insurance,Apr/2021,₹0.00,4,2021–2022
BIrla Health,Health Insurance,May/2021,₹770.82,5,2021–2022
BIrla Health,Health Insurance,Jun/2021,₹0.00,6,2021–2022
BIrla Health,Health Insurance,Jul/2021,₹0.00,7,2021–2022
BIrla Health,Health Insurance,Aug/2021,"₹1,673.68",8,2021–2022
BIrla Health,Health Insurance,Sep/2021,₹0.00,9,2021–2022
BIrla Health,Health Insurance,Oct/2021,"₹2,133.23",10,2021–2022
BIrla Health,Health Insurance,Nov/2021,₹0.00,11,2021–2022
BIrla Health,Health Insurance,Dec/2021,₹0.00,12,2021–2022
BIrla Health,Health Insurance,Jan/2022,₹0.00,1,2021–2022
BIrla Health,Health Insurance,Feb/2022,₹0.00,2,2021–2022
BIrla Health,Health Insurance,Mar/2022,"₹1,553.00",3,2021–2022
General Insurance,General Insurance,Apr/2021,"₹1,104.00",4,2021–2022
General Insurance,General Insurance,May/2021,"₹1,046.00",5,2021–2022
General Insurance,General Insurance,Jun/2021,₹169.00,6,2021–2022
General Insurance,General Insurance,Jul/2021,₹0.00,7,2021–2022
General Insurance,General Insurance,Aug/2021,₹0.00,8,2021–2022
General Insurance,General Insurance,Sep/2021,₹663.00,9,2021–2022
General Insurance,General Insurance,Oct/2021,₹781.00,10,2021–2022
General Insurance,General Insurance,Nov/2021,"₹1,522.00",11,2021–2022
General Insurance,General Insurance,Dec/2021,₹0.00,12,2021–2022
General Insurance,General Insurance,Jan/2022,₹78.00,1,2021–2022
General Insurance,General Insurance,Feb/2022,"₹2,286.00",2,2021–2022
General Insurance,General Insurance,Mar/2022,"₹1,734.00",3,2021–2022
ICICI Mutual Fund,Mutual Fund,Apr/2023,"₹49,217.97",4,2023–2024
ICICI Mutual Fund,Mutual Fund,May/2023,"₹48,815.87",5,2023–2024
ICICI Mutual Fund,Mutual Fund,Jun/2023,"₹52,380.89",6,2023–2024
ICICI Mutual Fund,Mutual Fund,Jul/2023,"₹52,681.59",7,2023–2024
ICICI Mutual Fund,Mutual Fund,Aug/2023,"₹55,488.81",8,2023–2024
ICICI Mutual Fund,Mutual Fund,Sep/2023,"₹57,969.56",9,2023–2024
ICICI Mutual Fund,Mutual Fund,Oct/2023,"₹57,419.25",10,2023–2024
ICICI Mutual Fund,Mutual Fund,Nov/2023,"₹62,432.06",11,2023–2024
ICICI Mutual Fund,Mutual Fund,Dec/2023,"₹62,297.41",12,2023–2024
ICICI Mutual Fund,Mutual Fund,Jan/2024,"₹68,738.78",1,2023–2024
ICICI Mutual Fund,Mutual Fund,Feb/2024,"₹71,504.05",2,2023–2024
ICICI Mutual Fund,Mutual Fund,Mar/2024,"₹70,255.75",3,2023–2024
Kotak,Mutual Fund,Apr/2023,"₹19,650.16",4,2023–2024
Kotak,Mutual Fund,May/2023,"₹19,369.84",5,2023–2024
Kotak,Mutual Fund,Jun/2023,"₹20,711.27",6,2023–2024
Kotak,Mutual Fund,Jul/2023,"₹20,542.29",7,2023–2024
Kotak,Mutual Fund,Aug/2023,"₹21,205.68",8,2023–2024
Kotak,Mutual Fund,Sep/2023,"₹21,190.15",9,2023–2024
Kotak,Mutual Fund,Oct/2023,"₹21,400.77",10,2023–2024
Kotak,Mutual Fund,Nov/2023,"₹21,481.88",11,2023–2024
Kotak,Mutual Fund,Dec/2023,"₹21,189.56",12,2023–2024
Kotak,Mutual Fund,Jan/2024,"₹23,486.42",1,2023–2024
Kotak,Mutual Fund,Feb/2024,"₹24,316.79",2,2023–2024
Kotak,Mutual Fund,Mar/2024,"₹23,840.71",3,2023–2024
HDFC,Mutual Fund,Apr/2023,"₹5,680.87",4,2023–2024
HDFC,Mutual Fund,May/2023,"₹5,757.11",5,2023–2024
HDFC,Mutual Fund,Jun/2023,"₹6,236.00",6,2023–2024
HDFC,Mutual Fund,Jul/2023,"₹6,371.84",7,2023–2024
HDFC,Mutual Fund,Aug/2023,"₹6,430.60",8,2023–2024
HDFC,Mutual Fund,Sep/2023,"₹6,636.36",9,2023–2024
HDFC,Mutual Fund,Oct/2023,"₹6,477.66",10,2023–2024
HDFC,Mutual Fund,Nov/2023,"₹6,607.23",11,2023–2024
HDFC,Mutual Fund,Dec/2023,"₹6,589.70",12,2023–2024
HDFC,Mutual Fund,Jan/2024,"₹7,317.20",1,2023–2024
HDFC,Mutual Fund,Feb/2024,"₹7,613.25",2,2023–2024
HDFC,Mutual Fund,Mar/2024,"₹7,369.56",3,2023–2024
IDFC,Mutual Fund,Apr/2023,"₹9,450.50",4,2023–2024
IDFC,Mutual Fund,May/2023,"₹9,264.88",5,2023–2024
IDFC,Mutual Fund,Jun/2023,"₹9,652.88",6,2023–2024
IDFC,Mutual Fund,Jul/2023,"₹10,650.40",7,2023–2024
IDFC,Mutual Fund,Aug/2023,"₹10,879.54",8,2023–2024
IDFC,Mutual Fund,Sep/2023,"₹11,133.54",9,2023–2024
IDFC,Mutual Fund,Oct/2023,"₹11,192.08",10,2023–2024
IDFC,Mutual Fund,Nov/2023,"₹11,269.10",11,2023–2024
IDFC,Mutual Fund,Dec/2023,"₹11,152.06",12,2023–2024
IDFC,Mutual Fund,Jan/2024,"₹12,202.48",1,2023–2024
IDFC,Mutual Fund,Feb/2024,"₹12,651.99",2,2023–2024
IDFC,Mutual Fund,Mar/2024,"₹12,158.19",3,2023–2024
ABSL,Mutual Fund,Apr/2023,"₹6,696.43",4,2023–2024
ABSL,Mutual Fund,May/2023,"₹5,553.12",5,2023–2024
ABSL,Mutual Fund,Jun/2023,"₹5,835.40",6,2023–2024
ABSL,Mutual Fund,Jul/2023,"₹5,836.22",7,2023–2024
ABSL,Mutual Fund,Aug/2023,"₹5,848.75",8,2023–2024
ABSL,Mutual Fund,Sep/2023,"₹5,768.77",9,2023–2024
ABSL,Mutual Fund,Oct/2023,"₹5,787.32",10,2023–2024
ABSL,Mutual Fund,Nov/2023,"₹5,693.09",11,2023–2024
ABSL,Mutual Fund,Dec/2023,"₹5,789.23",12,2023–2024
ABSL,Mutual Fund,Jan/2024,"₹5,868.83",1,2023–2024
ABSL,Mutual Fund,Feb/2024,"₹5,670.70",2,2023–2024
ABSL,Mutual Fund,Mar/2024,"₹5,381.54",3,2023–2024
LIC MF,Mutual Fund,Apr/2023,₹481.49,4,2023–2024
LIC MF,Mutual Fund,May/2023,₹479.01,5,2023–2024
LIC MF,Mutual Fund,Jun/2023,₹499.47,6,2023–2024
LIC MF,Mutual Fund,Jul/2023,₹438.12,7,2023–2024
LIC MF,Mutual Fund,Aug/2023,₹419.24,8,2023–2024
LIC MF,Mutual Fund,Sep/2023,₹513.53,9,2023–2024
LIC MF,Mutual Fund,Oct/2023,₹393.57,10,2023–2024
LIC MF,Mutual Fund,Nov/2023,₹400.11,11,2023–2024
LIC MF,Mutual Fund,Dec/2023,₹405.04,12,2023–2024
LIC MF,Mutual Fund,Jan/2024,₹429.95,1,2023–2024
LIC MF,Mutual Fund,Feb/2024,₹422.50,2,2023–2024
LIC MF,Mutual Fund,Mar/2024,₹396.34,3,2023–2024
Axis,Mutual Fund,Apr/2023,"₹5,399.33",4,2023–2024
Axis,Mutual Fund,May/2023,"₹5,405.22",5,2023–2024
Axis,Mutual Fund,Jun/2023,"₹5,607.43",6,2023–2024
Axis,Mutual Fund,Jul/2023,"₹5,518.87",7,2023–2024
Axis,Mutual Fund,Aug/2023,"₹5,713.43",8,2023–2024
Axis,Mutual Fund,Sep/2023,"₹5,642.53",9,2023–2024
Axis,Mutual Fund,Oct/2023,"₹5,640.15",10,2023–2024
Axis,Mutual Fund,Nov/2023,"₹5,787.03",11,2023–2024
Axis,Mutual Fund,Dec/2023,"₹5,670.51",12,2023–2024
Axis,Mutual Fund,Jan/2024,"₹6,204.60",1,2023–2024
Axis,Mutual Fund,Feb/2024,"₹6,290.01",2,2023–2024
Axis,Mutual Fund,Mar/2024,"₹5,930.66",3,2023–2024
UTI,Mutual Fund,Apr/2023,"₹4,058.15",4,2023–2024
UTI,Mutual Fund,May/2023,"₹3,985.08",5,2023–2024
UTI,Mutual Fund,Jun/2023,"₹4,324.72",6,2023–2024
UTI,Mutual Fund,Jul/2023,"₹4,409.18",7,2023–2024
UTI,Mutual Fund,Aug/2023,"₹4,645.27",8,2023–2024
UTI,Mutual Fund,Sep/2023,"₹4,691.11",9,2023–2024
UTI,Mutual Fund,Oct/2023,"₹4,539.66",10,2023–2024
UTI,Mutual Fund,Nov/2023,"₹4,735.07",11,2023–2024
UTI,Mutual Fund,Dec/2023,"₹4,587.03",12,2023–2024
UTI,Mutual Fund,Jan/2024,"₹4,807.05",1,2023–2024
UTI,Mutual Fund,Feb/2024,"₹4,789.79",2,2023–2024
UTI,Mutual Fund,Mar/2024,"₹4,079.83",3,2023–2024
Tata,Mutual Fund,Apr/2023,"₹9,444.50",4,2023–2024
Tata,Mutual Fund,May/2023,"₹9,282.63",5,2023–2024
Tata,Mutual Fund,Jun/2023,"₹10,023.42",6,2023–2024
Tata,Mutual Fund,Jul/2023,"₹10,113.08",7,2023–2024
Tata,Mutual Fund,Aug/2023,"₹9,887.77",8,2023–2024
Tata,Mutual Fund,Sep/2023,"₹10,006.90",9,2023–2024
Tata,Mutual Fund,Oct/2023,"₹10,220.38",10,2023–2024
Tata,Mutual Fund,Nov/2023,"₹10,374.75",11,2023–2024
Tata,Mutual Fund,Dec/2023,"₹10,265.26",12,2023–2024
Tata,Mutual Fund,Jan/2024,"₹11,244.18",1,2023–2024
Tata,Mutual Fund,Feb/2024,"₹11,415.91",2,2023–2024
Tata,Mutual Fund,Mar/2024,"₹10,704.41",3,2023–2024
DSP,Mutual Fund,Apr/2023,"₹1,345.85",4,2023–2024
DSP,Mutual Fund,May/2023,"₹1,335.96",5,2023–2024
DSP,Mutual Fund,Jun/2023,"₹1,436.63",6,2023–2024
DSP,Mutual Fund,Jul/2023,"₹1,453.31",7,2023–2024
DSP,Mutual Fund,Aug/2023,"₹1,492.79",8,2023–2024
DSP,Mutual Fund,Sep/2023,"₹1,568.97",9,2023–2024
DSP,Mutual Fund,Oct/2023,"₹1,665.28",10,2023–2024
DSP,Mutual Fund,Nov/2023,"₹1,496.72",11,2023–2024
DSP,Mutual Fund,Dec/2023,"₹1,480.94",12,2023–2024
DSP,Mutual Fund,Jan/2024,"₹1,647.03",1,2023–2024
DSP,Mutual Fund,Feb/2024,"₹1,690.02",2,2023–2024
DSP,Mutual Fund,Mar/2024,"₹1,592.44",3,2023–2024
Nippon,Mutual Fund,Apr/2023,"₹1,606.88",4,2023–2024
Nippon,Mutual Fund,May/2023,"₹1,727.00",5,2023–2024
Nippon,Mutual Fund,Jun/2023,"₹2,386.00",6,2023–2024
Nippon,Mutual Fund,Jul/2023,"₹1,896.83",7,2023–2024
Nippon,Mutual Fund,Aug/2023,"₹1,083.00",8,2023–2024
Nippon,Mutual Fund,Sep/2023,"₹1,762.00",9,2023–2024
Nippon,Mutual Fund,Oct/2023,"₹1,824.00",10,2023–2024
Nippon,Mutual Fund,Nov/2023,"₹1,892.00",11,2023–2024
Nippon,Mutual Fund,Dec/2023,"₹1,898.00",12,2023–2024
Nippon,Mutual Fund,Jan/2024,"₹2,151.36",1,2023–2024
Nippon,Mutual Fund,Feb/2024,"₹2,217.77",2,2023–2024
Nippon,Mutual Fund,Mar/2024,"₹2,193.36",3,2023–2024
SBI,Mutual Fund,Apr/2023,"₹1,637.27",4,2023–2024
SBI,Mutual Fund,May/2023,"₹1,635.37",5,2023–2024
SBI,Mutual Fund,Jun/2023,"₹1,786.52",6,2023–2024
SBI,Mutual Fund,Jul/2023,"₹1,807.05",7,2023–2024
SBI,Mutual Fund,Aug/2023,"₹1,920.31",8,2023–2024
SBI,Mutual Fund,Sep/2023,"₹1,897.56",9,2023–2024
SBI,Mutual Fund,Oct/2023,"₹1,885.86",10,2023–2024
SBI,Mutual Fund,Nov/2023,"₹1,873.89",11,2023–2024
SBI,Mutual Fund,Dec/2023,"₹1,841.16",12,2023–2024
SBI,Mutual Fund,Jan/2024,"₹2,019.71",1,2023–2024
SBI,Mutual Fund,Feb/2024,"₹2,077.02",2,2023–2024
SBI,Mutual Fund,Mar/2024,"₹1,956.32",3,2023–2024
SUND,Mutual Fund,Apr/2023,₹480.65,4,2023–2024
SUND,Mutual Fund,May/2023,₹478.36,5,2023–2024
SUND,Mutual Fund,Jun/2023,₹524.99,6,2023–2024
SUND,Mutual Fund,Jul/2023,₹541.90,7,2023–2024
SUND,Mutual Fund,Aug/2023,₹477.61,8,2023–2024
SUND,Mutual Fund,Sep/2023,₹487.43,9,2023–2024
SUND,Mutual Fund,Oct/2023,₹488.16,10,2023–2024
SUND,Mutual Fund,Nov/2023,₹502.35,11,2023–2024
SUND,Mutual Fund,Dec/2023,₹497.87,12,2023–2024
SUND,Mutual Fund,Jan/2024,₹546.48,1,2023–2024
SUND,Mutual Fund,Feb/2024,₹537.95,2,2023–2024
SUND,Mutual Fund,Mar/2024,₹449.94,3,2023–2024
MIRAE,Mutual Fund,Apr/2023,₹392.40,4,2023–2024
MIRAE,Mutual Fund,May/2023,₹371.98,5,2023–2024
MIRAE,Mutual Fund,Jun/2023,₹406.14,6,2023–2024
MIRAE,Mutual Fund,Jul/2023,₹277.58,7,2023–2024
MIRAE,Mutual Fund,Aug/2023,₹415.00,8,2023–2024
MIRAE,Mutual Fund,Sep/2023,₹424.56,9,2023–2024
MIRAE,Mutual Fund,Oct/2023,₹429.55,10,2023–2024
MIRAE,Mutual Fund,Nov/2023,₹443.03,11,2023–2024
MIRAE,Mutual Fund,Dec/2023,₹438.46,12,2023–2024
MIRAE,Mutual Fund,Jan/2024,₹498.33,1,2023–2024
MIRAE,Mutual Fund,Feb/2024,₹511.05,2,2023–2024
MIRAE,Mutual Fund,Mar/2024,₹490.02,3,2023–2024
HSBC,Mutual Fund,Apr/2023,₹314.77,4,2023–2024
HSBC,Mutual Fund,May/2023,₹307.47,5,2023–2024
HSBC,Mutual Fund,Jun/2023,₹276.56,6,2023–2024
HSBC,Mutual Fund,Jul/2023,₹275.94,7,2023–2024
HSBC,Mutual Fund,Aug/2023,₹297.57,8,2023–2024
HSBC,Mutual Fund,Sep/2023,₹309.87,9,2023–2024
HSBC,Mutual Fund,Oct/2023,₹316.74,10,2023–2024
HSBC,Mutual Fund,Nov/2023,₹323.73,11,2023–2024
HSBC,Mutual Fund,Dec/2023,₹318.01,12,2023–2024
HSBC,Mutual Fund,Jan/2024,₹349.24,1,2023–2024
HSBC,Mutual Fund,Feb/2024,₹358.75,2,2023–2024
HSBC,Mutual Fund,Mar/2024,₹344.01,3,2023–2024
Edelweis,Mutual Fund,Apr/2023,₹133.22,4,2023–2024
Edelweis,Mutual Fund,May/2023,₹133.75,5,2023–2024
Edelweis,Mutual Fund,Jun/2023,₹145.89,6,2023–2024
Edelweis,Mutual Fund,Jul/2023,₹156.92,7,2023–2024
Edelweis,Mutual Fund,Aug/2023,₹619.44,8,2023–2024
Edelweis,Mutual Fund,Sep/2023,₹759.93,9,2023–2024
Edelweis,Mutual Fund,Oct/2023,₹929.43,10,2023–2024
Edelweis,Mutual Fund,Nov/2023,"₹1,144.06",11,2023–2024
Edelweis,Mutual Fund,Dec/2023,"₹1,241.18",12,2023–2024
Edelweis,Mutual Fund,Jan/2024,"₹1,983.92",1,2023–2024
Edelweis,Mutual Fund,Feb/2024,"₹2,140.30",2,2023–2024
FRANK,Mutual Fund,Mar/2024,"₹2,146.28",3,2023–2024
FRANK,Mutual Fund,Apr/2023,₹8.36,4,2023–2024
FRANK,Mutual Fund,May/2023,₹9.69,5,2023–2024
FRANK,Mutual Fund,Jun/2023,₹11.89,6,2023–2024
FRANK,Mutual Fund,Jul/2023,₹13.43,7,2023–2024
FRANK,Mutual Fund,Aug/2023,₹16.06,8,2023–2024
FRANK,Mutual Fund,Sep/2023,₹17.79,9,2023–2024
FRANK,Mutual Fund,Oct/2023,₹19.18,10,2023–2024
FRANK,Mutual Fund,Nov/2023,₹21.08,11,2023–2024
FRANK,Mutual Fund,Dec/2023,₹22.27,12,2023–2024
FRANK,Mutual Fund,Jan/2024,₹26.29,1,2023–2024
FRANK,Mutual Fund,Feb/2024,₹28.58,2,2023–2024
FRANK,Mutual Fund,Mar/2024,₹28.77,3,2023–2024
Union,Mutual Fund,Apr/2023,₹63.83,4,2023–2024
Union,Mutual Fund,May/2023,,5,2023–2024
Union,Mutual Fund,Jun/2023,,6,2023–2024
Union,Mutual Fund,Jul/2023,₹67.10,7,2023–2024
Union,Mutual Fund,Aug/2023,,8,2023–2024
Union,Mutual Fund,Sep/2023,₹50.15,9,2023–2024
Union,Mutual Fund,Oct/2023,₹56.09,10,2023–2024
Union,Mutual Fund,Nov/2023,₹225.92,11,2023–2024
Union,Mutual Fund,Dec/2023,₹278.12,12,2023–2024
Union,Mutual Fund,Jan/2024,₹307.01,1,2023–2024
Union,Mutual Fund,Feb/2024,₹371.04,2,2023–2024
Union,Mutual Fund,Mar/2024,₹460.80,3,2023–2024
CANARA,Mutual Fund,Apr/2023,₹133.64,4,2023–2024
CANARA,Mutual Fund,May/2023,₹133.68,5,2023–2024
CANARA,Mutual Fund,Jun/2023,₹145.23,6,2023–2024
CANARA,Mutual Fund,Jul/2023,₹146.79,7,2023–2024
CANARA,Mutual Fund,Aug/2023,₹158.95,8,2023–2024
CANARA,Mutual Fund,Sep/2023,₹159.88,9,2023–2024
CANARA,Mutual Fund,Oct/2023,₹159.82,10,2023–2024
CANARA,Mutual Fund,Nov/2023,₹164.11,11,2023–2024
CANARA,Mutual Fund,Dec/2023,₹162.86,12,2023–2024
CANARA,Mutual Fund,Jan/2024,₹182.90,1,2023–2024
CANARA,Mutual Fund,Feb/2024,₹188.31,2,2023–2024
CANARA,Mutual Fund,Mar/2024,₹180.60,3,2023–2024
Parag,Mutual Fund,Apr/2023,₹5.16,4,2023–2024
Parag,Mutual Fund,May/2023,₹2.28,5,2023–2024
Parag,Mutual Fund,Jun/2023,₹2.44,6,2023–2024
Parag,Mutual Fund,Jul/2023,₹2.40,7,2023–2024
Parag,Mutual Fund,Aug/2023,₹2.57,8,2023–2024
Parag,Mutual Fund,Sep/2023,₹2.59,9,2023–2024
Parag,Mutual Fund,Oct/2023,₹2.62,10,2023–2024
Parag,Mutual Fund,Nov/2023,₹2.70,11,2023–2024
Parag,Mutual Fund,Dec/2023,₹2.66,12,2023–2024
Parag,Mutual Fund,Jan/2024,₹2.92,1,2023–2024
Parag,Mutual Fund,Feb/2024,₹2.99,2,2023–2024
Parag,Mutual Fund,Mar/2024,₹2.91,3,2023–2024
Bajaj,Mutual Fund,Apr/2023,₹0.00,4,2023–2024
Bajaj,Mutual Fund,May/2023,₹0.00,5,2023–2024
Bajaj,Mutual Fund,Jun/2023,₹0.00,6,2023–2024
Bajaj,Mutual Fund,Jul/2023,₹0.00,7,2023–2024
Bajaj,Mutual Fund,Aug/2023,₹0.00,8,2023–2024
Bajaj,Mutual Fund,Sep/2023,₹150.42,9,2023–2024
Bajaj,Mutual Fund,Oct/2023,₹298.16,10,2023–2024
Bajaj,Mutual Fund,Nov/2023,₹382.30,11,2023–2024
Bajaj,Mutual Fund,Dec/2023,₹399.36,12,2023–2024
Bajaj,Mutual Fund,Jan/2024,₹457.61,1,2023–2024
Bajaj,Mutual Fund,Feb/2024,₹512.47,2,2023–2024
Bajaj,Mutual Fund,Mar/2024,₹498.29,3,2023–2024
Mahindra,Mutual Fund,Apr/2023,₹0.00,4,2023–2024
Mahindra,Mutual Fund,May/2023,₹0.00,5,2023–2024
Mahindra,Mutual Fund,Jun/2023,₹0.00,6,2023–2024
Mahindra,Mutual Fund,Jul/2023,₹0.00,7,2023–2024
Mahindra,Mutual Fund,Aug/2023,₹0.00,8,2023–2024
Mahindra,Mutual Fund,Sep/2023,₹0.00,9,2023–2024
Mahindra,Mutual Fund,Oct/2023,₹0.00,10,2023–2024
Mahindra,Mutual Fund,Nov/2023,₹0.00,11,2023–2024
Mahindra,Mutual Fund,Dec/2023,₹0.00,12,2023–2024
Mahindra,Mutual Fund,Jan/2024,₹0.00,1,2023–2024
Mahindra,Mutual Fund,Feb/2024,₹133.41,2,2023–2024
Mahindra,Mutual Fund,Mar/2024,₹0.00,3,2023–2024
LIC,Life Insurance,Apr/2023,"₹7,413.00",4,2023–2024
LIC,Life Insurance,May/2023,"₹13,867.00",5,2023–2024
LIC,Life Insurance,Jun/2023,"₹2,543.00",6,2023–2024
LIC,Life Insurance,Jul/2023,"₹27,820.00",7,2023–2024
LIC,Life Insurance,Aug/2023,"₹15,609.00",8,2023–2024
LIC,Life Insurance,Sep/2023,"₹11,423.00",9,2023–2024
LIC,Life Insurance,Oct/2023,"₹21,174.00",10,2023–2024
LIC,Life Insurance,Nov/2023,"₹25,003.00",11,2023–2024
LIC,Life Insurance,Dec/2023,"₹33,588.00",12,2023–2024
LIC,Life Insurance,Jan/2024,"₹25,467.00",1,2023–2024
LIC,Life Insurance,Feb/2024,"₹7,682.00",2,2023–2024
LIC,Life Insurance,Mar/2024,"₹40,361.00",3,2023–2024
Star Health,Health Insurance,Apr/2023,"₹8,870.10",4,2023–2024
Star Health,Health Insurance,May/2023,"₹16,565.65",5,2023–2024
Star Health,Health Insurance,Jun/2023,"₹16,104.50",6,2023–2024
Star Health,Health Insurance,Jul/2023,"₹3,129.75",7,2023–2024
Star Health,Health Insurance,Aug/2023,"₹23,434.50",8,2023–2024
Star Health,Health Insurance,Sep/2023,"₹16,099.00",9,2023–2024
Star Health,Health Insurance,Oct/2023,"₹26,191.60",10,2023–2024
Star Health,Health Insurance,Nov/2023,"₹11,677.35",11,2023–2024
Star Health,Health Insurance,Dec/2023,"₹20,680.60",12,2023–2024
Star Health,Health Insurance,Jan/2024,"₹8,565.35",1,2023–2024
Star Health,Health Insurance,Feb/2024,"₹18,361.00",2,2023–2024
Star Health,Health Insurance,Mar/2024,"₹35,171.25",3,2023–2024
Tata AIA,Life Insurance,Apr/2023,"₹1,790.18",4,2023–2024
Tata AIA,Life Insurance,May/2023,₹0.00,5,2023–2024
Tata AIA,Life Insurance,Jun/2023,"₹2,418.68",6,2023–2024
Tata AIA,Life Insurance,Jul/2023,"₹1,228.44",7,2023–2024
Tata AIA,Life Insurance,Aug/2023,₹776.43,8,2023–2024
Tata AIA,Life Insurance,Sep/2023,"₹1,070.10",9,2023–2024
Tata AIA,Life Insurance,Oct/2023,"₹1,662.13",10,2023–2024
Tata AIA,Life Insurance,Nov/2023,₹0.00,11,2023–2024
Tata AIA,Life Insurance,Dec/2023,₹385.80,12,2023–2024
Tata AIA,Life Insurance,Jan/2024,₹0.00,1,2023–2024
Tata AIA,Life Insurance,Feb/2024,₹0.00,2,2023–2024
Tata AIA,Life Insurance,Mar/2024,₹0.00,3,2023–2024
BIrla Health,Health Insurance,Apr/2023,₹0.00,4,2023–2024
BIrla Health,Health Insurance,May/2023,₹0.00,5,2023–2024
BIrla Health,Health Insurance,Jun/2023,₹0.00,6,2023–2024
BIrla Health,Health Insurance,Jul/2023,"₹2,370.80",7,2023–2024
BIrla Health,Health Insurance,Aug/2023,₹0.00,8,2023–2024
BIrla Health,Health Insurance,Sep/2023,₹0.00,9,2023–2024
BIrla Health,Health Insurance,Oct/2023,₹0.00,10,2023–2024
BIrla Health,Health Insurance,Nov/2023,"₹2,415.09",11,2023–2024
BIrla Health,Health Insurance,Dec/2023,₹0.00,12,2023–2024
BIrla Health,Health Insurance,Jan/2024,₹0.00,1,2023–2024
